id,article_id,flesch_kincaid_grade,flesch_reading_ease,gunning_fog,smog_index,dale_chall,avg_sentence_length,subordinate_clauses,avg_word_length,lexical_density,type_token_ratio,passive_ratio,errors,transitions,subjectivity,formality,complexity,analyzed_at
25,104800234,12.3,53.44,14.27,13.8,9.41,29.5,0.35,4.4864406779661,0.4,0.493220338983051,0.35,2,0,0.462358276643991,0.00169491525423729,14.0666666666667,2025-03-22 15:52:11
26,104800235,9.6,65.76,12.19,12.2,9.05,25.6470588235294,0.205882352941176,4.12614678899083,0.369690011481056,0.495412844036697,0.176470588235294,2,0,0.476436442345533,0.0091743119266055,11.8722496116702,2025-03-22 15:52:12
27,104800237,9.2,72.19,12.16,11.1,7.83,29.0416666666667,0.36,3.94261119081779,0.367668097281831,0.420373027259684,0.12,3,0,0.459232954545454,0.00717360114777618,12.8697782546495,2025-03-22 15:52:12
28,104800238,10.6,63.12,12.86,11.3,9.03,31.0,0.35,4.28494623655914,0.435943060498221,0.517921146953405,0.15,2,0,0.494705344258916,0.0017921146953405,14.0119810201661,2025-03-22 15:52:13
29,104800239,12.3,48.03,13.4,14.6,9.52,26.9583333333333,0.230769230769231,4.58423493044822,0.411402157164869,0.502318392581144,0.230769230769231,2,0,0.443827861952862,0.00154559505409583,13.2232451634994,2025-03-22 15:52:13
30,104848230,10.1,53.71,11.18,12.5,8.56,19.6666666666667,0.16,4.70550847457627,0.486228813559322,0.423728813559322,0.22,3,1,0.541656193269097,0.0,10.0842984934087,2025-03-22 15:52:13
31,104848232,12.3,48.13,13.35,14.2,8.71,26.4,0.304347826086957,4.74747474747475,0.484873949579832,0.425925925925926,0.152173913043478,0,2,0.447538179120457,0.0,13.0616246498599,2025-03-22 15:52:14
32,104848233,11.6,49.96,12.48,14.4,8.45,25.175,0.268292682926829,4.55809334657398,0.452380952380952,0.40317775571003,0.414634146341463,0,1,0.469226271241197,0.0,12.409126984127,2025-03-22 15:52:15
33,104848234,11.4,50.26,12.8,12.9,9.18,24.2571428571429,0.277777777777778,4.78680800942285,0.45475910693302,0.469964664310954,0.444444444444444,1,0,0.445507936507936,0.0,12.037300654692,2025-03-22 15:52:15
34,104848235,11.2,50.97,12.63,13.6,8.67,22.7037037037037,0.178571428571429,4.54486133768352,0.442088091353997,0.481239804241436,0.214285714285714,0,1,0.400457743014561,0.0,11.4485972650192,2025-03-22 15:52:15
35,104848236,12.5,47.62,13.77,14.1,8.86,31.6470588235294,0.314285714285714,4.61059479553903,0.46003717472119,0.41635687732342,0.285714285714286,1,1,0.456336402251895,0.0,14.8690319994169,2025-03-22 15:52:16
36,104848237,12.8,46.81,14.19,14.8,9.0,29.8620689655172,0.375,4.79792147806005,0.498850574712644,0.426096997690531,0.28125,0,2,0.449889971139971,0.0,14.3869731800766,2025-03-22 15:52:17
37,104848238,11.7,54.97,13.58,13.4,8.54,29.3214285714286,0.225806451612903,4.5347137637028,0.451887941534714,0.423873325213155,0.32258064516129,0,2,0.464491525423729,0.0,13.8244388376544,2025-03-22 15:52:17
38,104848239,13.1,40.58,13.5,14.2,9.35,25.92,0.142857142857143,4.89043209876543,0.506912442396313,0.510802469135803,0.178571428571429,1,1,0.520276094276094,0.0,13.1756374807988,2025-03-22 15:52:17
39,104848240,11.8,49.45,12.77,14.1,8.63,24.71875,0.151515151515152,4.78887484197219,0.463969658659924,0.457648546144121,0.333333333333333,0,1,0.388738455988456,0.0,12.3275732195533,2025-03-22 15:52:18
40,104849230,10.9,57.0,12.45,12.5,9.33,26.2631578947368,0.15,4.49098196392786,0.458458458458459,0.473947895791583,0.125,0,1,0.460364615543187,0.0,12.5405387843984,2025-03-22 15:52:18
41,104849233,7.2,71.95,8.6,10.0,8.67,20.0,0.0795454545454545,4.10595238095238,0.313946587537092,0.386904761904762,0.0909090909090909,4,1,0.426840869007536,0.0,9.17131552917903,2025-03-22 15:52:19
42,104849235,8.6,68.5,10.29,10.9,8.55,24.9139784946237,0.142857142857143,4.23133362106172,0.376020627417275,0.362537764350453,0.0714285714285714,2,1,0.646382271989069,0.00172637030643073,11.2966663740136,2025-03-22 15:52:20
43,104849236,13.2,40.38,12.24,14.1,8.75,25.625,0.424242424242424,4.84390243902439,0.458536585365854,0.415853658536585,0.0909090909090909,1,2,0.442288110212639,0.0,13.094512195122,2025-03-22 15:52:21
44,104849238,11.5,55.47,12.73,12.3,8.92,28.1612903225806,0.316666666666667,4.37399770904926,0.436926605504587,0.40893470790378,0.183333333333333,2,2,0.446688087967158,0.0,13.3660723093617,2025-03-22 15:52:22
45,104849240,10.8,51.99,11.88,12.8,9.41,25.7435897435897,0.0769230769230769,4.74701195219124,0.375,0.457171314741036,0.153846153846154,0,0,0.422526041666667,0.0,12.3061965811966,2025-03-22 15:52:22
46,104872230,8.1,69.62,10.64,10.5,8.82,25.0,0.181818181818182,3.97333333333333,0.379194630872483,0.62,0.0909090909090909,1,0,0.461353923853924,0.0,11.1597315436242,2025-03-22 15:52:22
47,104872231,11.8,54.66,13.98,14.0,9.84,29.8928571428571,0.4,4.44922341696535,0.364285714285714,0.467144563918757,0.3,2,0,0.448632478632479,0.002389486260454,14.0190476190476,2025-03-22 15:52:23
48,104872234,9.0,67.38,11.25,11.7,9.15,27.695652173913,0.259259259259259,4.13343799058085,0.324492979719189,0.500784929356358,0.111111111111111,1,1,0.342844060701203,0.0,12.3400483845441,2025-03-22 15:52:23
49,104872236,8.3,63.9,9.85,10.6,9.75,24.1851851851852,0.0740740740740741,4.16385911179173,0.295107033639144,0.476263399693721,0.185185185185185,1,0,0.328811553030303,0.0,10.9267640729414,2025-03-22 15:52:24
50,104872237,13.2,45.8,13.6,14.3,9.68,29.9130434782609,0.478260869565217,4.8328488372093,0.393323657474601,0.4375,0.434782608695652,0,0,0.31737012987013,0.0,14.5021223785785,2025-03-22 15:52:24
51,104872238,11.3,55.98,12.66,12.1,9.65,28.8620689655172,0.290322580645161,4.28912783751493,0.342482100238663,0.499402628434886,0.387096774193548,1,0,0.422408984458165,0.0,13.5015170219186,2025-03-22 15:52:25
52,104898237,11.5,50.16,11.39,12.4,8.41,25.8547008547009,0.161290322580645,4.66280991735537,0.420013166556945,0.347438016528926,0.120967741935484,2,0,0.378457350864266,0.0,12.5915713404193,2025-03-22 15:52:26
53,104899240,11.8,49.45,12.52,12.7,8.47,26.8823529411765,0.194444444444444,4.47483588621444,0.37199124726477,0.396061269146608,0.138888888888889,2,0,0.351075268817204,0.00218818380743982,13.0181147294804,2025-03-22 15:52:27
54,104904234,9.3,61.26,10.75,11.2,9.84,22.0416666666667,0.375,4.28166351606805,0.389830508474576,0.53875236294896,0.0416666666666667,1,0,0.425667388167388,0.0056710775047259,10.5771657250471,2025-03-22 15:52:27
55,104904235,10.2,58.92,11.72,11.6,9.7,25.0384615384615,0.321428571428571,4.23809523809524,0.405819295558959,0.502304147465438,0.0714285714285714,2,2,0.39328431372549,0.00153609831029186,11.8814269446735,2025-03-22 15:52:27
56,104904236,9.6,60.45,11.01,12.3,8.9,22.2,0.12,4.42882882882883,0.394594594594595,0.491891891891892,0.04,1,2,0.393622448979592,0.0036036036036036,10.7315315315315,2025-03-22 15:52:28
57,104904237,9.0,67.28,11.83,11.6,8.63,25.4545454545455,0.333333333333333,4.09821428571429,0.391071428571429,0.519642857142857,0.375,4,0,0.42199695366362,0.00535714285714286,11.6152056277056,2025-03-22 15:52:28
58,104904238,7.7,70.84,10.2,10.7,8.62,23.2941176470588,0.235294117647059,4.03030303030303,0.338383838383838,0.555555555555556,0.0588235294117647,3,0,0.565084670231729,0.00252525252525253,10.4441671618142,2025-03-22 15:52:28
59,104904239,13.6,55.31,15.19,12.4,8.53,41.0,0.305555555555556,4.14634146341463,0.395136778115502,0.383384146341463,0.166666666666667,6,0,0.398352925809822,0.00152439024390244,18.3317122593718,2025-03-22 15:52:29
60,104904240,8.5,74.02,10.58,9.8,7.64,25.7407407407407,0.310344827586207,3.90071942446043,0.426934097421203,0.41726618705036,0.0689655172413793,4,0,0.464668874896148,0.00287769784172662,11.5558916127206,2025-03-22 15:52:29
61,104929233,8.8,62.48,9.78,11.2,8.02,24.1666666666667,0.278688524590164,4.30344827586207,0.366389099167298,0.387739463601533,0.262295081967213,3,1,0.436453575160472,0.00306513409961686,11.1110185886113,2025-03-22 15:52:30
62,104929234,7.4,66.23,8.04,9.8,8.12,15.8285714285714,0.114285714285714,4.33393501805054,0.433453237410072,0.487364620938628,0.0285714285714286,1,0,0.441381766381767,0.0,7.88734155532717,2025-03-22 15:52:31
63,104929235,5.2,82.54,7.44,8.2,8.1,19.9565217391304,0.244444444444444,3.93246187363834,0.361081081081081,0.423747276688453,0.0444444444444444,2,1,0.413892270923521,0.00435729847494553,8.50586760673717,2025-03-22 15:52:31
64,104929236,11.3,55.98,13.14,12.9,9.21,30.2413793103448,0.290322580645161,4.50627137970354,0.426621160409556,0.488027366020525,0.451612903225806,3,1,0.416196026196026,0.0,13.9893334902515,2025-03-22 15:52:32
65,104929237,5.2,77.33,6.56,9.1,8.49,19.8846153846154,0.0714285714285714,4.11798839458414,0.358095238095238,0.452611218568665,0.142857142857143,0,0,0.20610119047619,0.0,8.48090354090354,2025-03-22 15:52:32
66,104929238,12.3,47.93,12.25,13.3,9.17,30.0,0.0,4.71041666666667,0.376299376299376,0.485416666666667,0.0625,1,0,0.268240740740741,0.00208333333333333,14.2254331254331,2025-03-22 15:52:32
67,104929239,8.3,69.11,9.83,9.7,8.52,23.6875,0.433333333333333,3.98548812664908,0.36231884057971,0.472295514511873,0.0333333333333333,1,0,0.436744343127322,0.00131926121372032,10.7832729468599,2025-03-22 15:52:33
68,104929240,6.9,72.76,8.42,9.3,8.81,21.96875,0.162162162162162,4.16073968705548,0.366336633663366,0.520625889046942,0.027027027027027,3,0,0.446666666666667,0.0,9.74502887788779,2025-03-22 15:52:33
69,104955233,13.8,44.17,14.7,15.1,8.65,38.4,0.24,4.69140625,0.469072164948454,0.438802083333333,0.36,0,1,0.443179160021265,0.0,17.5563573883162,2025-03-22 15:52:34
70,104955234,14.4,31.72,13.88,16.0,9.07,28.1428571428571,0.211538461538462,4.95576504713561,0.480783176214648,0.397389412617839,0.230769230769231,2,3,0.38657051774073,0.0,14.3412134396906,2025-03-22 15:52:34
71,104955235,14.1,37.94,14.82,14.8,9.99,31.3142857142857,0.166666666666667,4.85948905109489,0.47536496350365,0.471715328467153,0.333333333333333,0,1,0.417937642881463,0.0,15.2965502259298,2025-03-22 15:52:35
72,104955236,12.0,43.32,12.19,14.0,9.43,23.0967741935484,0.228571428571429,4.93854748603352,0.501392757660167,0.498603351955307,0.314285714285714,2,3,0.373796203796204,0.0,11.8660556504029,2025-03-22 15:52:35
73,104955237,11.5,50.06,12.13,14.2,8.42,27.9574468085106,0.192307692307692,4.64231354642314,0.444950645406226,0.388127853881278,0.134615384615385,0,1,0.455072216264877,0.0,13.3007991513056,2025-03-22 15:52:36
74,104955238,12.7,47.12,12.81,15.1,8.34,28.125,0.325,4.82044444444444,0.445527015057573,0.366222222222222,0.25,1,3,0.478789247151316,0.0,13.7568423383525,2025-03-22 15:52:37
75,104955240,13.2,40.28,13.14,14.4,8.79,27.2571428571429,0.297297297297297,4.72955974842767,0.450733752620545,0.418238993710692,0.351351351351351,1,2,0.492060846560847,0.0,13.6359588699211,2025-03-22 15:52:37
76,104956231,12.8,46.81,13.88,15.0,9.72,27.8947368421053,0.131578947368421,4.6188679245283,0.448536355051936,0.45377358490566,0.157894736842105,1,0,0.363085052202699,0.000943396226415094,13.7144243990524,2025-03-22 15:52:38
77,104956233,10.1,59.13,11.24,11.8,9.1,23.8235294117647,0.117647058823529,4.6320987654321,0.439506172839506,0.530864197530864,0.117647058823529,0,0,0.186805555555556,0.00246913580246914,11.4543451948681,2025-03-22 15:52:38
78,104956234,12.1,53.95,13.46,12.7,9.14,29.1333333333333,0.266666666666667,4.3512585812357,0.381006864988558,0.471395881006865,0.233333333333333,1,0,0.371138888888889,0.0,13.871446732774,2025-03-22 15:52:39
79,104956236,9.5,66.07,10.67,10.1,10.08,28.1818181818182,0.1,4.23010752688172,0.349036402569593,0.540860215053764,0.05,1,0,0.342532924178494,0.0,12.6769515281293,2025-03-22 15:52:39
80,104956237,9.4,60.85,10.31,12.0,8.22,25.1538461538462,0.326923076923077,4.2782874617737,0.414373088685015,0.377675840978593,0.134615384615385,6,1,0.41522502250225,0.0,11.6560730808437,2025-03-22 15:52:40
81,104956238,11.9,49.04,12.93,14.3,9.08,25.7727272727273,0.25,4.73015873015873,0.420035149384886,0.497354497354497,0.291666666666667,1,1,0.396328671328671,0.0,12.6975874740374,2025-03-22 15:52:40
82,104956240,12.2,53.65,14.38,13.8,10.1,29.0,0.222222222222222,4.53793103448276,0.370242214532872,0.548275862068966,0.222222222222222,0,0,0.405996944232238,0.0,13.8567474048443,2025-03-22 15:52:40
83,104981230,7.2,72.16,9.37,10.7,8.28,23.8809523809524,0.13953488372093,4.00598205383848,0.394211576846307,0.405782652043868,0.209302325581395,0,0,0.436207206641989,0.0,10.4917213192662,2025-03-22 15:52:41
84,104981231,7.7,65.42,9.6,11.8,8.96,23.7272727272727,0.277777777777778,4.16219667943806,0.378378378378378,0.446998722860792,0.0555555555555556,2,0,0.383954248366013,0.00255427841634738,10.6018837018837,2025-03-22 15:52:41
85,105011230,13.4,39.67,14.42,14.2,9.77,26.5,0.333333333333333,4.70859538784067,0.417190775681342,0.532494758909853,0.388888888888889,1,0,0.436360223110223,0.0,13.4390635918938,2025-03-22 15:52:42
86,105011232,11.1,51.18,11.99,12.8,9.33,26.64,0.25,4.71471471471472,0.451951951951952,0.451951951951952,0.0416666666666667,1,0,0.388088280766852,0.0,12.7306506506507,2025-03-22 15:52:42
87,105011234,10.3,58.72,11.87,12.0,9.23,25.8222222222222,0.261904761904762,4.46385542168675,0.393782383419689,0.429432013769363,0.142857142857143,2,0,0.469461394769614,0.0,12.172001535214,2025-03-22 15:52:43
88,105011236,9.0,67.28,11.11,11.2,8.67,28.6,0.269230769230769,4.06293706293706,0.366295264623955,0.465734265734266,0.192307692307692,3,0,0.451157731157731,0.0013986013986014,12.6554317548747,2025-03-22 15:52:43
89,105011237,11.0,51.38,13.76,13.6,10.03,24.25,0.125,4.66494845360825,0.27319587628866,0.608247422680412,0.125,0,0,0.340633608815427,0.0,11.8410652920962,2025-03-22 15:52:43
90,105011238,10.5,63.53,11.97,11.1,8.0,29.0731707317073,0.365853658536585,4.23238255033557,0.375,0.376677852348993,0.0975609756097561,0,0,0.384485855579606,0.0,13.3160569105691,2025-03-22 15:52:44
91,105012231,8.5,68.81,11.62,11.5,9.72,21.9375,0.0666666666666667,4.17663817663818,0.339031339031339,0.564102564102564,0.333333333333333,0,0,0.446836007130125,0.0,10.2588437796771,2025-03-22 15:52:44
92,105012232,12.7,46.91,15.29,15.4,10.49,32.3846153846154,0.222222222222222,4.78622327790974,0.395957193816885,0.526128266033254,0.185185185185185,0,0,0.428787878787879,0.0,15.1601908594774,2025-03-22 15:52:45
93,105012233,13.3,45.39,14.46,14.2,9.05,31.2222222222222,0.4,4.36832740213523,0.338652482269504,0.46085409252669,0.25,1,0,0.450574712643678,0.0,14.9536249014972,2025-03-22 15:52:45
94,105012239,12.1,48.54,13.01,14.1,9.22,30.4117647058824,0.269230769230769,4.69374597034172,0.431891542930923,0.415215989684075,0.115384615384615,3,0,0.473393343869534,0.00064474532559639,14.3145520829378,2025-03-22 15:52:46
95,105040231,8.9,62.38,10.7,11.9,8.95,21.7777777777778,0.296296296296296,4.40986394557823,0.407155025553663,0.479591836734694,0.222222222222222,1,0,0.382789115646258,0.0,10.3616442677771,2025-03-22 15:52:46
96,105040234,11.4,50.46,12.14,13.6,8.7,31.15,0.384615384615385,4.56019261637239,0.396787148594378,0.393258426966292,0.0512820512820513,3,1,0.423563595135024,0.00160513643659711,14.3155957161981,2025-03-22 15:52:47
97,105040237,11.4,50.26,12.32,12.8,9.57,27.4615384615385,0.259259259259259,4.60084033613445,0.405594405594406,0.483193277310924,0.0740740740740741,4,0,0.395528455284553,0.0,13.0890442890443,2025-03-22 15:52:47
98,105040239,10.8,62.61,12.43,10.7,9.84,40.5,0.421052631578947,4.0,0.346855983772819,0.545267489711934,0.210526315789474,1,0,0.481212121212121,0.0,17.2156186612576,2025-03-22 15:52:48
99,105040240,12.6,47.22,14.0,14.5,9.74,30.1111111111111,0.166666666666667,4.72693726937269,0.402957486136784,0.47970479704797,0.277777777777778,0,0,0.249001831501832,0.0,14.3713561990826,2025-03-22 15:52:48
100,105041230,11.2,50.97,12.95,13.4,10.22,23.4615384615385,0.142857142857143,4.39016393442623,0.344262295081967,0.531147540983607,0.5,0,0,0.536826599326599,0.0,11.6686002522068,2025-03-22 15:52:48
101,105041232,14.4,42.45,15.21,14.6,9.39,32.3666666666667,0.333333333333333,4.59217301750772,0.39568345323741,0.405767250257467,0.133333333333333,0,0,0.293257575757576,0.0,15.7207833733014,2025-03-22 15:52:49
102,105041233,9.2,61.46,9.88,11.2,8.8,29.0,0.297297297297297,4.42624521072797,0.372848948374761,0.409003831417625,0.108108108108108,2,0,0.332672882672883,0.0,12.8576163161249,2025-03-22 15:52:50
103,105041234,14.2,43.16,15.13,15.3,9.68,33.1875,0.333333333333333,4.72881355932203,0.49250936329588,0.47834274952919,0.333333333333333,0,0,0.343528138528139,0.0,15.9600031210986,2025-03-22 15:52:50
104,105041235,12.3,48.13,13.05,14.2,9.16,30.3513513513513,0.297297297297297,4.58504007123776,0.36096256684492,0.42653606411398,0.27027027027027,5,2,0.356800895863396,0.0,14.3374379727321,2025-03-22 15:52:51
105,105041236,7.8,70.53,9.31,10.2,8.15,23.2619047619048,0.24390243902439,4.00307062436029,0.380612244897959,0.444216990788127,0.0975609756097561,3,0,0.476947550905884,0.00102354145342886,10.4808390022676,2025-03-22 15:52:51
106,105041237,10.1,59.23,10.32,11.0,8.45,30.5333333333333,0.1875,4.42576419213974,0.393478260869565,0.480349344978166,0.3125,0,2,0.401287878787879,0.0,13.6756038647343,2025-03-22 15:52:51
107,105041238,10.7,68.23,13.14,11.2,7.8,31.9230769230769,0.230769230769231,4.15180722891566,0.369304556354916,0.436144578313253,0.0,2,0,0.517429792429792,0.0,14.3307938264773,2025-03-22 15:52:52
108,105041239,8.7,68.3,10.08,10.2,8.41,23.8928571428571,0.178571428571429,4.07772795216741,0.418535127055306,0.45440956651719,0.107142857142857,0,0,0.460262994086524,0.00448430493273543,11.0037974233042,2025-03-22 15:52:52
109,105065234,9.4,61.06,9.84,10.9,8.33,22.1,0.0930232558139535,4.72850678733032,0.384615384615385,0.39027149321267,0.116279069767442,0,1,0.420887445887446,0.0,10.6282051282051,2025-03-22 15:52:53
110,105065240,10.8,57.2,11.68,11.8,8.65,26.0277777777778,0.166666666666667,4.56883671291355,0.376996805111821,0.421558164354322,0.261904761904762,2,1,0.415325448686104,0.0,12.4015915276299,2025-03-22 15:52:53
111,105068231,8.0,70.13,9.33,10.1,7.93,24.1578947368421,0.216666666666667,4.27668845315904,0.427431059506531,0.411764705882353,0.15,1,1,0.43283903012875,0.000726216412490922,10.8617752654495,2025-03-22 15:52:54
112,105068233,10.4,58.32,11.51,12.7,8.67,28.7777777777778,0.3,4.62355212355212,0.386973180076628,0.420849420849421,0.15,0,0,0.3140625,0.0,13.1882503192848,2025-03-22 15:52:54
113,105068234,8.9,62.17,10.35,11.5,8.49,24.4651162790698,0.159090909090909,4.356463878327,0.382938388625592,0.440114068441065,0.409090909090909,1,0,0.363118429189858,0.000950570342205323,11.2493515558985,2025-03-22 15:52:55
114,105068239,10.6,52.39,11.24,13.2,8.87,25.9230769230769,0.4,4.80712166172107,0.42433234421365,0.454005934718101,0.133333333333333,0,0,0.40380291005291,0.0,12.3158030890969,2025-03-22 15:52:55
115,105091240,12.3,53.55,13.33,12.6,9.53,33.6296296296296,0.311475409836066,4.44162995594714,0.410480349344978,0.430616740088106,0.229508196721311,2,0,0.422731195449642,0.000550660792951542,15.4467033263249,2025-03-22 15:52:56
116,105094230,9.1,67.18,10.41,10.3,8.45,28.76,0.12,3.96244784422809,0.333333333333333,0.478442280945758,0.2,2,0,0.424791666666667,0.0,12.7311111111111,2025-03-22 15:52:56
117,105094231,10.4,58.42,13.12,13.4,9.12,26.3181818181818,0.24,4.43350604490501,0.423931623931624,0.544041450777202,0.32,5,0,0.562179487179487,0.0,12.3807044807045,2025-03-22 15:52:57
118,105094239,11.5,60.99,13.93,12.3,9.78,31.4444444444444,0.4,4.24734982332156,0.348432055749129,0.551236749116608,0.2,1,0,0.517261904761905,0.00353356890459364,14.4309588333979,2025-03-22 15:52:57
119,105122231,9.0,61.97,10.22,11.2,8.78,27.3076923076923,0.157894736842105,4.48450704225352,0.384401114206128,0.529577464788732,0.157894736842105,0,0,0.403787878787879,0.0,12.2306978072995,2025-03-22 15:52:57
120,105122232,11.0,56.69,11.45,11.6,7.84,31.6086956521739,0.230769230769231,4.40440165061898,0.388508891928865,0.405777166437414,0.346153846153846,0,0,0.45044981060606,0.0,14.3324015147009,2025-03-22 15:52:58
121,105122233,11.2,56.29,11.75,11.9,7.76,34.5714285714286,0.275862068965517,4.59504132231405,0.429539295392954,0.381542699724518,0.172413793103448,1,0,0.407868198110134,0.0,15.4003226222738,2025-03-22 15:52:58
122,105122234,9.8,59.94,11.61,12.3,9.1,29.1111111111111,0.2,4.40076335877863,0.393939393939394,0.568702290076336,0.5,0,0,0.3225,0.0,13.1016835016835,2025-03-22 15:52:58
123,105122235,6.9,72.87,9.34,10.2,9.31,31.2857142857143,0.181818181818182,4.36986301369863,0.405405405405405,0.616438356164384,0.181818181818182,0,0,0.18525641025641,0.0,12.8637065637066,2025-03-22 15:52:59
124,105122238,7.9,70.33,9.71,10.1,9.77,23.5909090909091,0.3,4.24470134874759,0.375241779497099,0.560693641618497,0.15,1,1,0.393565891472868,0.0,10.6220502901354,2025-03-22 15:52:59
125,105122239,7.4,71.44,9.07,9.7,8.24,19.5535714285714,0.290909090909091,3.88858447488584,0.361974405850091,0.440182648401826,0.0909090909090909,1,0,0.417465172120345,0.00639269406392694,9.10518194480717,2025-03-22 15:52:59
